iter	RMSE
379	14.0261185
380	13.96611477
381	13.90636773
382	13.84687629
383	13.78763935
384	13.72865583
385	13.66992464
386	13.6114447
387	13.55321494
388	13.49523429
389	13.43750168
390	13.38001605
391	13.32277634
392	13.2657815
393	13.20903049
394	13.15252226
395	13.09625577
396	13.04022998
397	12.98444388
398	12.92889643
399	12.87358661
400	12.81851341
401	12.76367581
402	12.7090728
403	12.65470339
404	12.60056657
405	12.54666135
406	12.49298673
407	12.43954173
408	12.38632537
409	12.33333667
410	12.28057466
411	12.22803836
412	12.17572681
413	12.12363905
414	12.07177413
415	12.02013108
416	11.96870896
417	11.91750682
418	11.86652373
419	11.81575874
420	11.76521092
421	11.71487935
422	11.6647631
423	11.61486124
424	11.56517286
425	11.51569705
426	11.4664329
427	11.4173795
428	11.36853595
429	11.31990136
430	11.27147482
431	11.22325545
432	11.17524236
433	11.12743468
434	11.07983151
435	11.03243199
436	10.98523525
437	10.93824041
438	10.89144662
439	10.84485301
440	10.79845873
441	10.75226292
442	10.70626474
443	10.66046334
444	10.61485788
445	10.56944752
446	10.52423142
447	10.47920876
448	10.43437871
449	10.38974044
450	10.34529313
451	10.30103596
452	10.25696813
453	10.21308882
454	10.16939723
455	10.12589255
456	10.08257398
457	10.03944073
458	9.996492
459	9.953727007
460	9.911144963
461	9.868745085
462	9.826526594
463	9.784488713
464	9.742630671
465	9.700951697
466	9.659451026
467	9.618127895
468	9.576981544
469	9.536011217
470	9.495216161
471	9.454595627
472	9.414148867
473	9.373875138
474	9.3337737
475	9.293843817
476	9.254084753
477	9.214495779
478	9.175076166
479	9.13582519
480	9.09674213
481	9.057826268
482	9.019076887
483	8.980493276
484	8.942074726
485	8.903820531
486	8.865729987
487	8.827802394
488	8.790037056
489	8.752433277
490	8.714990368
491	8.677707639
492	8.640584406
493	8.603619986
494	8.5668137
495	8.530164871
496	8.493672826
497	8.457336894
498	8.421156407
499	8.3851307
500	8.349259111
501	8.313540981
502	8.277975653
503	8.242562473
504	8.207300791
505	8.172189958
506	8.13722933
507	8.102418263
508	8.067756118
509	8.033242257
510	7.998876047
511	7.964656856
512	7.930584054
513	7.896657015
514	7.862875117
515	7.829237737
516	7.795744258
517	7.762394065
518	7.729186543
519	7.696121083
520	7.663197077
521	7.63041392
522	7.59777101
523	7.565267745
524	7.53290353
525	7.500677769
526	7.46858987
527	7.436639242
528	7.4048253
529	7.373147457
530	7.341605133
531	7.310197746
532	7.27892472
533	7.247785481
534	7.216779454
535	7.185906072
536	7.155164766
537	7.124554971
538	7.094076125
539	7.063727668
540	7.033509041
541	7.00341969
542	6.97345906
543	6.943626603
544	6.913921768
545	6.884344011
546	6.854892787
547	6.825567556
548	6.796367778
549	6.767292917
550	6.738342438
551	6.709515809
552	6.680812501
553	6.652231985
554	6.623773737
555	6.595437233
556	6.567221953
557	6.539127377
558	6.51115299
559	6.483298278
560	6.455562728
561	6.427945831
562	6.400447079
563	6.373065966
564	6.34580199
565	6.31865465
566	6.291623445
567	6.26470788
568	6.23790746
569	6.211221692
570	6.184650086
571	6.158192153
572	6.131847407
573	6.105615364
574	6.079495541
575	6.05348746
576	6.02759064
577	6.001804608
578	5.976128888
579	5.950563009
580	5.9251065
581	5.899758895
582	5.874519726
583	5.849388531
584	5.824364847
585	5.799448214
586	5.774638175
587	5.749934273
588	5.725336054
589	5.700843067
590	5.67645486
591	5.652170986
592	5.627990999
593	5.603914454
594	5.579940908
595	5.556069921
596	5.532301054
597	5.50863387
598	5.485067934
599	5.461602814
600	5.438238077
601	5.414973295
602	5.391808039
603	5.368741884
604	5.345774407
605	5.322905184
606	5.300133796
607	5.277459823
608	5.25488285
609	5.232402462
610	5.210018244
611	5.187729786
612	5.165536678
613	5.143438512
614	5.121434883
615	5.099525384
616	5.077709615
617	5.055987173
618	5.03435766
619	5.012820678
620	4.991375831
621	4.970022726
622	4.948760969
623	4.927590169
624	4.906509939
625	4.885519889
626	4.864619635
627	4.843808793
628	4.823086979
629	4.802453813
630	4.781908915
631	4.761451909
632	4.741082418
633	4.720800067
634	4.700604485
635	4.680495299
636	4.66047214
637	4.64053464
638	4.620682433
639	4.600915154
640	4.581232439
641	4.561633927
642	4.542119257
643	4.522688071
644	4.503340011
645	4.484074723
646	4.464891851
647	4.445791044
648	4.42677195
649	4.40783422
650	4.388977505
651	4.370201459
652	4.351505738
653	4.332889996
654	4.314353893
655	4.295897087
656	4.277519239
657	4.259220012
658	4.240999069
659	4.222856075
660	4.204790697
661	4.186802602
662	4.168891461
663	4.151056943
664	4.133298722
665	4.11561647
666	4.098009863
667	4.080478577
668	4.06302229
669	4.04564068
670	4.02833343
671	4.011100219
672	3.993940733
673	3.976854654
674	3.95984167
675	3.942901467
676	3.926033735
677	3.909238163
678	3.892514442
679	3.875862265
680	3.859281327
681	3.842771321
682	3.826331946
683	3.809962898
684	3.793663876
685	3.777434582
686	3.761274717
687	3.745183984
688	3.729162087
689	3.713208732
690	3.697323625
691	3.681506475
692	3.66575699
693	3.650074882
694	3.634459861
695	3.618911642
696	3.603429938
697	3.588014465
698	3.572664939
699	3.557381079
700	3.542162603
701	3.527009231
702	3.511920686
703	3.496896689
704	3.481936965
705	3.467041239
706	3.452209236
707	3.437440685
708	3.422735314
709	3.408092853
710	3.393513031
711	3.378995583
712	3.36454024
713	3.350146737
714	3.335814809
715	3.321544193
716	3.307334627
717	3.29318585
718	3.279097601
719	3.265069621
720	3.251101654
721	3.237193441
722	3.223344727
723	3.209555259
724	3.195824781
725	3.182153043
726	3.168539792
727	3.154984779
728	3.141487754
729	3.12804847
730	3.114666679
731	3.101342135
732	3.088074593
733	3.07486381
734	3.061709543
735	3.048611549
736	3.035569589
737	3.022583423
738	3.009652811
739	2.996777516
740	2.983957302
741	2.971191933
742	2.958481174
743	2.945824791
744	2.933222553
745	2.920674227
746	2.908179583
747	2.89573839
748	2.883350422
749	2.871015449
750	2.858733244
751	2.846503584
752	2.834326241
753	2.822200994
754	2.810127618
755	2.798105892
756	2.786135595
757	2.774216507
758	2.762348409
759	2.750531083
760	2.738764311
761	2.727047877
762	2.715381566
763	2.703765164
764	2.692198457
765	2.680681232
766	2.669213277
767	2.657794383
768	2.646424339
769	2.635102936
770	2.623829965
771	2.612605221
772	2.601428496
773	2.590299585
774	2.579218283
775	2.568184387
776	2.557197695
777	2.546258003
778	2.535365111
779	2.524518819
780	2.513718928
781	2.502965238
782	2.492257553
783	2.481595675
784	2.470979409
785	2.460408559
786	2.449882931
787	2.439402332
788	2.428966569
789	2.41857545
790	2.408228785
791	2.397926382
792	2.387668053
793	2.377453609
794	2.367282862
795	2.357155626
796	2.347071715
797	2.337030942
798	2.327033124
799	2.317078076
800	2.307165616
801	2.297295562
802	2.287467731
803	2.277681944
804	2.267938021
805	2.258235782
806	2.24857505
807	2.238955646
808	2.229377393
809	2.219840117
810	2.210343641
811	2.200887791
812	2.191472393
813	2.182097274
814	2.172762262
815	2.163467185
816	2.154211873
817	2.144996154
818	2.135819861
819	2.126682823
820	2.117584874
821	2.108525846
822	2.099505573
823	2.090523888
824	2.081580627
825	2.072675625
826	2.063808719
827	2.054979745
828	2.046188542
829	2.037434947
830	2.0287188
831	2.020039941
832	2.011398211
833	2.002793449
834	1.994225499
835	1.985694202
836	1.977199402
837	1.968740943
838	1.96031867
839	1.951932427
840	1.94358206
841	1.935267416
842	1.926988342
843	1.918744686
844	1.910536296
845	1.902363022
846	1.894224713
847	1.886121219
848	1.878052393
849	1.870018085
850	1.862018147
851	1.854052434
852	1.846120798
853	1.838223093
854	1.830359174
855	1.822528898
856	1.814732119
857	1.806968695
858	1.799238483
859	1.791541341
860	1.783877127
861	1.776245701
862	1.768646922
863	1.76108065
864	1.753546747
865	1.746045075
866	1.738575494
867	1.731137868
868	1.72373206
869	1.716357934
870	1.709015355
871	1.701704187
872	1.694424297
873	1.68717555
874	1.679957813
875	1.672770953
876	1.665614839
877	1.658489339
878	1.651394322
879	1.644329657
880	1.637295215
881	1.630290866
882	1.623316481
883	1.616371934
884	1.609457094
885	1.602571837
886	1.595716035
887	1.588889562
888	1.582092292
889	1.575324101
890	1.568584865
891	1.561874459
892	1.55519276
893	1.548539645
894	1.541914993
895	1.53531868
896	1.528750587
897	1.522210592
898	1.515698575
899	1.509214417
900	1.502757998
901	1.496329199
902	1.489927903
903	1.483553991
904	1.477207347
905	1.470887854
906	1.464595396
907	1.458329857
908	1.452091122
909	1.445879076
910	1.439693605
911	1.433534596
912	1.427401935
913	1.42129551
914	1.415215208
915	1.409160917
916	1.403132527
917	1.397129926
918	1.391153004
919	1.385201651
920	1.379275759
921	1.373375217
922	1.367499918
923	1.361649753
924	1.355824616
925	1.350024398
926	1.344248994
927	1.338498296
928	1.332772201
929	1.327070601
930	1.321393393
931	1.315740472
932	1.310111735
933	1.304507077
934	1.298926395
935	1.293369588
936	1.287836553
937	1.282327189
938	1.276841393
939	1.271379065
940	1.265940106
941	1.260524414
942	1.255131891
943	1.249762436
944	1.244415953
945	1.239092341
946	1.233791504
947	1.228513344
948	1.223257764
949	1.218024668
950	1.212813958
951	1.20762554
952	1.202459318
953	1.197315197
954	1.192193083
955	1.187092881
956	1.182014497
957	1.176957839
958	1.171922814
959	1.166909328
960	1.16191729
961	1.156946608
962	1.15199719
963	1.147068946
964	1.142161785
965	1.137275617
966	1.132410352
967	1.127565901
968	1.122742174
969	1.117939083
970	1.113156539
971	1.108394456
972	1.103652744
973	1.098931318
974	1.09423009
975	1.089548973
976	1.084887883
977	1.080246733
978	1.075625437
979	1.071023911
980	1.066442071
981	1.061879832
982	1.05733711
983	1.052813822
984	1.048309885
985	1.043825215
986	1.039359731
987	1.03491335
988	1.03048599
989	1.026077571
990	1.021688012
991	1.01731723
992	1.012965147
993	1.008631682
994	1.004316756
995	1.000020289
996	0.9957422021
997	0.991482417
998	0.9872408553
999	0.9830174389
